book,region,id_name,territory_name,territory_name_old,capital_name,capital_lat_long,territory_secular_rule,territory_start_secular_rule,territory_end_secular_rule,territory_ecclesiastical_rule,territory_start_ecclesiastical_rule,territory_end_ecclesiastical_rule,territory_religion,territory_start_religion,territory_end_religion,alliance,start_alliance,source,table_on_wikipedia
SW,kath Reichsstädte,Oberehnheim,Oberehnheim,Oberehnheim,Oberehnheim,"48.4623° N, 7.4817° E",imperial city,1240,1648,,,,lutheran?,1520?,1587,,,https://de.wikipedia.org/wiki/Obernai,n
SW,kath Reichsstädte,Oberehnheim,Oberehnheim,Oberehnheim,Oberehnheim,"48.4623° N, 7.4817° E",imperial city,1240,1648,,,,Roman-catholic,1587,,,,https://de.wikipedia.org/wiki/Obernai,n
SW,kath Reichsstädte,Schlettstadt,Schlettstadt,Schlettstadt,Schlettstadt,"48.2594° N, 7.4542° E",Free imperial city,1216,,,,,Roman-catholic,,1525?,,,https://de.wikipedia.org/wiki/S%C3%A9lestat,y
SW,kath Reichsstädte,Schlettstadt,Schlettstadt,Schlettstadt,Schlettstadt,"48.2594° N, 7.4542° E",Free imperial city,1216,,,,,lutheran,1525?,,,,https://de.wikipedia.org/wiki/S%C3%A9lestat,y
SW,kath Reichsstädte,Kaysersberg,Kaysersberg,Kaysersberg,Kaysersberg,"48.1389° N, 7.2640° E",Free imperial city,1353,1648,,,,Roman-catholic,,1525?,,,https://de.wikipedia.org/wiki/Kaysersberg,n
SW,kath Reichsstädte,Kaysersberg,Kaysersberg,Kaysersberg,Kaysersberg,"48.1389° N, 7.2640° E",Free imperial city,1353,1648,,,,lutheran?,1525?,,,,https://de.wikipedia.org/wiki/Kaysersberg,n
SW,kath Reichsstädte,Türkheim,Türkheim,Türkheim,Türkheim,"48.0616° N, 10.6428° E",imperial city,1312,,,,,Roman-catholic,,1525?,,,https://de.wikipedia.org/wiki/Turckheim#Geschichte,n
SW,kath Reichsstädte,Türkheim,Türkheim,Türkheim,Türkheim,"48.0616° N, 10.6428° E",imperial city,1312,,,,,lutheran?,1525?,,,,https://de.wikipedia.org/wiki/Turckheim#Geschichte,n
SW,kath Reichsstädte,Offenburg,Offenburg,Offenburg,Offenburg,"48.4735° N, 7.9498° E",Free imperial city,1240,1701,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Offenburg,n
SW,kath Reichsstädte,Offenburg,Offenburg,Offenburg,Offenburg,"48.4735° N, 7.9498° E",Free imperial city,1240,1701,,,,lutheran,1525,1530,,,https://de.wikipedia.org/wiki/Offenburg,n
SW,kath Reichsstädte,Offenburg,Offenburg,Offenburg,Offenburg,"48.4735° N, 7.9498° E",Free imperial city,1240,1701,,,,Roman-catholic,1530,,,,https://de.wikipedia.org/wiki/Offenburg,n
SW,kath Reichsstädte,Gengenbach,Gengenbach,Gengenbach,Gengenbach,"48.4098° N, 8.0096° E",imperial city,1360,1803,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Gengenbach,n
SW,kath Reichsstädte,Gengenbach,Gengenbach,Gengenbach,Gengenbach,"48.4098° N, 8.0096° E",imperial city,1360,1803,,,,lutheran,1525,1547,,,https://de.wikipedia.org/wiki/Gengenbach,n
SW,kath Reichsstädte,Gengenbach,Gengenbach,Gengenbach,Gengenbach,"48.4098° N, 8.0096° E",imperial city,1360,1803,,,,Roman-catholic,1547,,,,https://de.wikipedia.org/wiki/Gengenbach,n
SW,kath Reichsstädte,Zell am Hamersbach,Zell am Hamersbach,Zell am Harmersbach,Zell am Harmersbach,"48.3472° N, 8.0657° E",imperial city,,1803,,,,Roman-catholic,,1548,,,"https://de.wikipedia.org/wiki/Zell_am_Harmersbach#Zell, https://www.eki-zell.de/html/content/unsere_geschichte.html, https://de.wikipedia.org/wiki/Wilhelm_von_F%C3%BCrstenberg_(S%C3%B6ldnerf%C3%BChrer)#Das_Ende",n
SW,kath Reichsstädte,Zell am Hamersbach,Zell am Hamersbach,Zell am Harmersbach,Zell am Harmersbach,"48.3472° N, 8.0657° E",imperial city,,1803,,,,lutheran?,1548,1549,,,"https://de.wikipedia.org/wiki/Zell_am_Harmersbach#Zell, https://www.eki-zell.de/html/content/unsere_geschichte.html, https://de.wikipedia.org/wiki/Wilhelm_von_F%C3%BCrstenberg_(S%C3%B6ldnerf%C3%BChrer)#Das_Ende\",n
SW,kath Reichsstädte,Zell am Hamersbach,Zell am Hamersbach,Zell am Harmersbach,Zell am Harmersbach,"48.3472° N, 8.0657° E",imperial city,,1803,,,,Roman-catholic,1549,,,,"https://de.wikipedia.org/wiki/Zell_am_Harmersbach#Zell, https://www.eki-zell.de/html/content/unsere_geschichte.html, https://de.wikipedia.org/wiki/Wilhelm_von_F%C3%BCrstenberg_(S%C3%B6ldnerf%C3%BChrer)#Das_Ende",n
SW,kath Reichsstädte,Rottweil,Rottweil,Rottweil,Rottweil,"48.1653° N, 8.6285° E","imperial city, zugewandter Ort",1230,1802,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Rottweil,n
SW,kath Reichsstädte,Weil,Weil,Weil der Stadt,Weil der Stadt,"48.7536° N, 8.8727° E",imperial city,1275,1803,,,,Roman-catholic,,1522,,,https://de.wikipedia.org/wiki/Weil_der_Stadt#Mittelalter,n
SW,kath Reichsstädte,Weil,Weil,Weil der Stadt,Weil der Stadt,"48.7536° N, 8.8727° E",imperial city,1275,1803,,,,lutheran,1522,1628,,,https://de.wikipedia.org/wiki/Weil_der_Stadt#Mittelalter,n
SW,kath Reichsstädte,Weil,Weil,Weil der Stadt,Weil der Stadt,"48.7536° N, 8.8727° E",imperial city,1275,1803,,,,Roman-catholic,1628,,,,https://de.wikipedia.org/wiki/Weil_der_Stadt#Mittelalter,n
SW,kath Reichsstädte,Schwäbisch Gmünd,Schwäbisch Gmünd,Schwäbisch Gmünd,Schwäbisch Gmünd,"48.7994° N, 9.8046° E",imperial city,,1802,,,,Roman-catholic,,1524,,,https://de.wikipedia.org/wiki/Schw%C3%A4bisch_Gm%C3%BCnd#Geschichte_der_Reichsstadt,n
SW,kath Reichsstädte,Schwäbisch Gmünd,Schwäbisch Gmünd,Schwäbisch Gmünd,Schwäbisch Gmünd,"48.7994° N, 9.8046° E",imperial city,,1802,,,,"lutheran, Roman-catholic",1524,,,,https://de.wikipedia.org/wiki/Schw%C3%A4bisch_Gm%C3%BCnd#Geschichte_der_Reichsstadt,n
SW,kath Reichsstädte,Buchau,Buchau,Buchau,Buchau,"48.0619° N, 9.6079° E",free city,1320,1803,,,,Roman-catholic,,,,,"https://de.wikipedia.org/wiki/Bad_Buchau, https://en.wikipedia.org/wiki/Buchau_Abbey",n
SW,kath Reichsstädte,Pfullendorf,Pfullendorf,Pfullendorf,Pfullendorf,"47.9252° N, 9.2487° E",imperial city,1282,1803,,,,Roman-catholic,,,,,"https://de.wikipedia.org/wiki/Pfullendorf, https://en.wikipedia.org/wiki/Pfullendorf",n
SW,kath Reichsstädte,Wangen,Wangen,Wangen,Wangen,"47.1864° N, 8.8975° E",Free imperial city,1286,1803,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Wangen_im_Allg%C3%A4u#Reichsstadt_Wangen_in_der_fr%C3%BChen_Neuzeit,n
SW,kath Reichsstädte,Buchhorn,Buchhorn,Buchhorn,Buchhorn,"49.1550° N, 9.4986° E",imperial city,1275,1802,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Buchhorn,y
SW,kath Reichsstädte,Überlingen,Überlingen,Überlingen,Überlingen,"47.7662° N, 9.1703° E",imperial city,,1803,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/%C3%9Cberlingen#Freie_Reichsstadt,n
,,,Oberelsass,Oberelsass,Selz,"48.8919° N, 8.1068° E",landgraviate,1274,1648,,,,Roman-catholic,1274,,,,https://de.wikipedia.org/wiki/Liste_der_Landv%C3%B6gte_im_Elsass,n
SW,Vorderösterreich,Sundgau,Sundgau,Sundgau,Altkirch,"47.6204° N, 7.2430° E",county,,1648,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Sundgau,n
SW,Vorderösterreich,Breisgau,Breisgau,Breisgau,Freiburg,"47.9990° N, 7.8421° E",landgraviate,1318,,,,,,,,,,https://de.wikipedia.org/wiki/Landgrafschaft_Breisgau,n
SW,Vorderösterreich,Breisgau,Breisgau,Breisgau,Freiburg,"47.9990° N, 7.8421° E",landgraviate,1318,,,,,,,,,,https://de.wikipedia.org/wiki/Landgrafschaft_Breisgau,n
SW,Vorderösterreich,Hohenberg,Hohenberg,Hohenberg,Oberhohenberg,"48.1639° N, 8.7606° E",county,1170,1486,,,,Roman-catholic,,,,,"https://de.wikipedia.org/wiki/Hohenberg_(schw%C3%A4bisches_Adelsgeschlecht), https://de.wikipedia.org/wiki/Schw%C3%A4bische_Hohenzollern",n
SW,Vorderösterreich,Nellenburg,Nellenburg,Nellenburg,Radolfzell,"47.7452° N, 8.9669° E",landgraviate,1465,1805,,,,,,,,,https://de.wikipedia.org/wiki/Landgrafschaft_Nellenburg,n
SW,Vorderösterreich,Nellenburg,Nellenburg,Nellenburg,Radolfzell,"47.7452° N, 8.9669° E",landgraviate,1465,1805,,,,,,,,,https://de.wikipedia.org/wiki/Landgrafschaft_Nellenburg,n
SW,Vorderösterreich,Schwaben,Schwaben,Schwaben,Weingarten,"47.8096° N, 9.6380° E",bailiwick,1541,1805,,,,,,,,,https://de.wikipedia.org/wiki/Landvogtei_Schwaben,n
SW,Vorderösterreich,Schwaben,Schwaben,Schwaben,Weingarten,"47.8096° N, 9.6380° E",bailiwick,1541,1805,,,,,,,,,https://de.wikipedia.org/wiki/Landvogtei_Schwaben,n
SW,Vorderösterreich,Burgau,Burgau,Burgau,Günzburg,"48.4528° N, 10.2775° E",margraviate,1301,1618,,,,,,,,,https://de.wikipedia.org/wiki/Markgrafschaft_Burgau,n
SW,Vorderösterreich,Burgau,Burgau,Burgau,Günzburg,"48.4528° N, 10.2775° E",margraviate,1301,1618,,,,,,,,,https://de.wikipedia.org/wiki/Markgrafschaft_Burgau,n
SW,Vorderösterreich,Vorarlberg,Vorarlberg,Vorarlberg,Feldkirch,"47.2413° N, 9.6019° E",bailiwick,1451,1753,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Geschichte_Vorarlbergs#Mittelalter,n
SO,Nürnberg,Nürnberg,Nürnberg,Nürnberg,Nürnberg,"49.4521° N, 11.0767° E",imperial city,1219,1806,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Reichsstadt_N%C3%BCrnberg,y
SO,Nürnberg,Nürnberg,Nürnberg,Nürnberg,Nürnberg,"49.4521° N, 11.0767° E",imperial city,1219,1806,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/Reichsstadt_N%C3%BCrnberg,y
SO,Ansbach,Ansbach,Ansbach,Ansbach,Ansbach,"49.3004° N, 10.5719° E",margraviate,1473,1791,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Ansbach,y
SO,Ansbach,Ansbach,Ansbach,Ansbach,Ansbach,"49.3004° N, 10.5719° E",margraviate,1473,1791,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Ansbach,y
SO,Ansbach,Kulmbach,Kulmbach,Kulmbach,Kulmbach,"50.1039° N, 11.4448° E",margraviate,1473,1791,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Bayreuth,y
SO,Ansbach,Kulmbach,Kulmbach,Kulmbach,Kulmbach,"50.1039° N, 11.4448° E",margraviate,1473,1791,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Bayreuth,y
SO,Pfalz-Neuburg,Pfalz-Neuburg,Pfalz-Neuburg,Pfalz-Neuburg,Neuburg an der Donau,"48.7303° N, 11.1888° E",duchy,1505,1808,,,,Roman-catholic,,1542,,,https://de.wikipedia.org/wiki/Pfalz-Neuburg,y
SO,Pfalz-Neuburg,Pfalz-Neuburg,Pfalz-Neuburg,Pfalz-Neuburg,Neuburg an der Donau,"48.7303° N, 11.1888° E",duchy,1505,1808,,,,lutheran,1542,1616,,,https://de.wikipedia.org/wiki/Pfalz-Neuburg,y
SO,Pfalz-Neuburg,Pfalz-Neuburg,Pfalz-Neuburg,Pfalz-Neuburg,Neuburg an der Donau,"48.7303° N, 11.1888° E",duchy,1505,1808,,,,Roman-catholic,1616,,,,https://de.wikipedia.org/wiki/Pfalz-Neuburg,y
SO,Bayern,Bayern,Bayern,Bayern,München,"48.1351° N, 11.5820° E",duchy,1506,1623,,,,Roman-catholic,,,CL,,https://de.wikipedia.org/wiki/Geschichte_Bayerns#Das_bairische_Stammesherzogtum,n
SO,Salzburg,Salzburg (Erzstift),Salzburg (Erzstift),Salzburg,Salzburg,"47.8095° N, 13.0550° E",principality,1328,1803,archbishopric,1328,1803,Roman-catholic,,,CL,,https://de.wikipedia.org/wiki/F%C3%BCrsterzbistum_Salzburg,y
SO,Tirol,Tirol,Tirol,Tirol,Meran,"46.6713° N, 11.1525° E",county,1490,1662,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Gef%C3%BCrstete_Grafschaft_Tirol,n
SO,Tirol,Brixen (Hochstift),Brixen (Hochstift),Brixen,Brixen,"46.7177° N, 11.6572° E",,,,bishopric,1027,1803,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Di%C3%B6zese_Bozen-Brixen,n
SO,Tirol,Trient (Hochstift),Trient (Hochstift),Trient,Trient,"46.0557° N, 6.9960° E",,,,bishopric,1027,1803,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Erzbistum_Trient#Hochstift_Trient,n
SO,Innerösterreich,Steiermark,Steiermark,Steiermark,Graz,"47.0707° N, 15.4395° E",duchy,1180,1804,,,,Roman-catholic,,1530,,,https://de.wikipedia.org/wiki/Geschichte_der_Steiermark#Herzogtum_Steiermark_im_Mittelalter_(1180%E2%80%931500),n
SO,Innerösterreich,Steiermark,Steiermark,Steiermark,Graz,"47.0707° N, 15.4395° E",duchy,1180,1804,,,,"Roman-catholic, lutheran, reformed, calvinist",1530,1575,,,https://de.wikipedia.org/wiki/Geschichte_der_Steiermark#Herzogtum_Steiermark_im_Mittelalter_(1180%E2%80%931500),n
SO,Innerösterreich,Steiermark,Steiermark,Steiermark,Graz,"47.0707° N, 15.4395° E",duchy,1180,1804,,,,free,1575,,,,https://de.wikipedia.org/wiki/Geschichte_der_Steiermark#Herzogtum_Steiermark_im_Mittelalter_(1180%E2%80%931500),n
SO,Innerösterreich,Kärnten,Kärnten,Kärnten,Klagenfurt,"46.6365° N, 14.3122° E",duchy,976,1918,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Geschichte_K%C3%A4rntens#Herzogtum_K%C3%A4rnten,n
SO,Innerösterreich,Kärnten,Kärnten,Kärnten,Klagenfurt,"46.6365° N, 14.3122° E",duchy,976,1918,,,,"lutheran, reformed, calvinist, free",1525,1578,,,https://de.wikipedia.org/wiki/Geschichte_K%C3%A4rntens#Herzogtum_K%C3%A4rnten,n
SO,Innerösterreich,Kärnten,Kärnten,Kärnten,Klagenfurt,"46.6365° N, 14.3122° E",duchy,976,1918,,,,free,1578,,,,https://de.wikipedia.org/wiki/Geschichte_K%C3%A4rntens#Herzogtum_K%C3%A4rnten,n
SO,Innerösterreich,Krain,Krain,Krain,Ljubljana,"46.0569° N, 14.5058° E",duchy,1364,1918,,,,Roman-catholic,,1530?,,,https://de.wikipedia.org/wiki/Krain#Herzogtum_Krain,n
SO,Innerösterreich,Krain,Krain,Krain,Ljubljana,"46.0569° N, 14.5058° E",duchy,1364,1918,,,,free?,1530?,,,,https://de.wikipedia.org/wiki/Krain#Herzogtum_Krain,n
SO,Innerösterreich,Görz,Görz,Görz,Lienz,"46.8277° N, 12.7627° E",county,1365,1918,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Grafschaft_G%C3%B6rz,n
SO,Innerösterreich,Triest,Triest,Triest,Triest,"45.6495° N, 13.7768° E",county,1382,1809,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Reichsunmittelbare_Stadt_Triest_und_ihr_Gebiet,n
SO,Innerösterreich,Istrien,Istrien,Istrien,Parenzo,"45.2272° N, 13.5947° E",margraviate,1364,1918,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Markgrafschaft_Istrien,n
SO,Oberösterreich,Österreich,Österreich,Austria,Wien,"48.2082° N, 16.3738° E",archduchy,,,,,,Roman-catholic,,1520,,,https://de.wikipedia.org/wiki/%C3%96sterreich#Frankenreich_und_Heiliges_R%C3%B6misches_Reich_700%E2%80%931806,n
SO,Oberösterreich,Österreich,Österreich,Austria,Wien,"48.2082° N, 16.3738° E",archduchy,,,,,,lutheran,1520,,,,https://de.wikipedia.org/wiki/%C3%96sterreich#Frankenreich_und_Heiliges_R%C3%B6misches_Reich_700%E2%80%931806,n
SO,Böhmen,Böhmen,Böhmen,Böhmen,Prag,"50.0755° N, 14.4378° E",kingdom,1198,1806,,,,Roman-catholic,,1520,,,https://de.wikipedia.org/wiki/K%C3%B6nigreich_B%C3%B6hmen,n
SO,Böhmen,Böhmen,Böhmen,Böhmen,Prag,"50.0755° N, 14.4378° E",kingdom,1198,1806,,,,lutheran,1520,1575,,,https://de.wikipedia.org/wiki/K%C3%B6nigreich_B%C3%B6hmen,n
SO,Böhmen,Böhmen,Böhmen,Böhmen,Prag,"50.0755° N, 14.4378° E",kingdom,1198,1806,,,,"lutheran, calvinist",1575,,,,https://de.wikipedia.org/wiki/K%C3%B6nigreich_B%C3%B6hmen,n
MD,ernestinisches Sachsen,ernestinisches Sachsen (bis 1547),ernestinisches Sachsen (bis 1547),Sachsen,Weimar,"50.9795° N, 11.3235° E",electorate,1485,1547,,,,Roman-catholic,,1525,SL,1531,https://de.wikipedia.org/wiki/Kurf%C3%BCrstentum_Sachsen,y
MD,ernestinisches Sachsen,ernestinisches Sachsen (bis 1547),ernestinisches Sachsen (bis 1547),Sachsen,Weimar,"50.9795° N, 11.3235° E",electorate,1485,1547,,,,lutheran,1525,,SL,1531,https://de.wikipedia.org/wiki/Kurf%C3%BCrstentum_Sachsen,y
MD,ernestinisches Sachsen,ernestinisches Sachsen (nach 1547),ernestinisches Sachsen (nach 1547),Sachsen,Weimar,"50.9795° N, 11.3235° E",duchy,1547,1806,,,,lutheran,,,SL,1531,https://de.wikipedia.org/wiki/Kurf%C3%BCrstentum_Sachsen,y
NO,albertnisches sachsen,albertinisches Sachsen (bis 1547),albertinisches Sachsen (bis 1547),Sachsen,Dresden,"51.0504° N, 13.7373° E",duchy,1485,1547,,,,Roman-catholic,,1539,CL,,https://de.wikipedia.org/wiki/Geschichte_Sachsens#Von_der_Leipziger_Teilung_zum_Schmalkaldischen_Krieg_(1485_bis_1547),y
NO,albertnisches sachsen,albertinisches Sachsen (bis 1547),albertinisches Sachsen (bis 1547),Sachsen,Dresden,"51.0504° N, 13.7373° E",duchy,1485,1547,,,,lutheran,1539,1547,CL,,https://de.wikipedia.org/wiki/Geschichte_Sachsens#Von_der_Leipziger_Teilung_zum_Schmalkaldischen_Krieg_(1485_bis_1547),y
NO,albertnisches sachsen,albertinisches Sachsen (nach 1547),albertinisches Sachsen (nach 1547),Sachsen,Dresden,"51.0504° N, 13.7373° E",electorate,1547,1572,,,,lutheran,1547,1567,CL,,https://de.wikipedia.org/wiki/Herzogtum_Sachsen_(1547%E2%80%931572),y
NO,albertnisches sachsen,albertinisches Sachsen (nach 1567),albertinisches Sachsen (nach 1567),Sachsen,Dresden,"51.0504° N, 13.7373° E",electorate,1547,1572,,,,lutheran,1567,,CL,,https://de.wikipedia.org/wiki/Herzogtum_Sachsen_(1547%E2%80%931572),y
MD,ernestinisches Sachsen,Sachsen-Coburg-Eisenach (nach 1572),Sachsen-Coburg-Eisenach (nach 1572),Sachsen-Coburg-Eisenach,Eisenach,"50.9796° N, 10.3147° E",duchy,1572,1596,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Sachsen-Coburg-Eisenach,n
MD,ernestinisches Sachsen,Sachsen-Weimar (nach 1572),Sachsen-Weimar (nach 1572),Sachsen-Weimar,Weimar,"50.9795° N, 11.3235° E",duchy,1572,1603,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Sachsen-Weimar,y
MD,ernestinisches Sachsen,Sachsen-Weimar (nach 1603),Sachsen-Weimar (nach 1603),Sachsen-Weimar,Weimar,"50.9795° N, 11.3235° E",duchy,1603,1640,,,,lutheran,,1636,,,https://de.wikipedia.org/wiki/Sachsen-Weimar,y
MD,ernestinisches Sachsen,Sachsen-Weimar (nach 1603),Sachsen-Weimar (nach 1603),Sachsen-Weimar,Weimar,"50.9795° N, 11.3235° E",duchy,1603,1640,,,,free,1636,,,,https://de.wikipedia.org/wiki/Sachsen-Weimar,y
MD,ernestinisches Sachsen,Sachsen-Weimar (nach 1640),Sachsen-Weimar (nach 1640),Sachsen-Weimar,Weimar,"50.9795° N, 11.3235° E",duchy,1640,1662,,,,free,,,,,https://de.wikipedia.org/wiki/Sachsen-Weimar,y
,,,Sachsen-Coburg,Sachsen-Coburg,Coburg,"50.2612° N, 10.9627° E",duchy,1596,1640,,,,Roman-catholic,1596,1614,,,https://de.wikipedia.org/wiki/Sachsen-Coburg,y
,,,Sachsen-Coburg,Sachsen-Coburg,Coburg,"50.2612° N, 10.9627° E",duchy,1596,1640,,,,lutheran,1614,1640,,,https://de.wikipedia.org/wiki/Sachsen-Coburg,y
,,,Sachsen-Eisenach,Sachsen-Eisenach,Eisenach,"50.9796° N, 10.3147° E",duchy,1596,1640,,,,Roman-catholic,1596,1626,,,https://de.wikipedia.org/wiki/Sachsen-Eisenach,n
,,,Sachsen-Eisenach,Sachsen-Eisenach,Eisenach,"50.9796° N, 10.3147° E",duchy,1596,1640,,,,lutheran,1626,1640,,,https://de.wikipedia.org/wiki/Sachsen-Eisenach,n
,,,Sachsen-Altenburg,Sachsen-Altenburg,Altenburg,"50.9931° N, 12.4367° E",duchy,1603,1640,,,,lutheran,,1636,,,https://de.wikipedia.org/wiki/Herzogtum_Sachsen-Altenburg,n
,,,Sachsen-Altenburg,Sachsen-Altenburg,Altenburg,"50.9931° N, 12.4367° E",duchy,1603,1640,,,,free,1636,1640,,,https://de.wikipedia.org/wiki/Herzogtum_Sachsen-Altenburg,n
,,,Sachsen-Altenburg mit Coburg,Sachsen-Altenburg mit Coburg,Altenburg,"50.9931° N, 12.4367° E",duchy,1640,1669,,,,free,,,,,https://de.wikipedia.org/wiki/Sachsen-Weimar,y
,,,Sachsen-Gotha,Sachsen-Gotha,Gotha,"50.9469° N, 10.7093° E",duchy,1640,1675,,,,free,,,,,https://de.wikipedia.org/wiki/Sachsen-Gotha,n
,,,Sachsen-Eisenach,Sachsen-Eisenach,Eisenach,"50.9796° N, 10.3147° E",duchy,1640,1644,,,,free,,,,,https://de.wikipedia.org/wiki/Sachsen-Eisenach,n
MD,albertnisches sachsen,Merseburg (Hochstift),Merseburg (Hochstift),Merseburg,Merseburg,"51.3563° N, 11.9917° E",,,,bishopric,1004,1565,Roman-catholic,,1561,,,https://de.wikipedia.org/wiki/Bistum_Merseburg,n
MD,albertnisches sachsen,Merseburg (Hochstift),Merseburg (Hochstift),Merseburg,Merseburg,"51.3563° N, 11.9917° E",,,,bishopric,1004,1565,lutheran,1561,,,,https://de.wikipedia.org/wiki/Bistum_Merseburg,n
MD,albertnisches sachsen,Naumburg (Hochstift),Naumburg (Hochstift),Naumburg,Naumburg,"51.1520° N, 11.8142° E",,,,bishopric,1029,1615,Roman-catholic,,1562,,,https://de.wikipedia.org/wiki/Bistum_Naumburg-Zeitz,n
MD,albertnisches sachsen,Naumburg (Hochstift),Naumburg (Hochstift),Naumburg,Naumburg,"51.1520° N, 11.8142° E",,,,bishopric,1029,1615,lutheran,1562,,,,https://de.wikipedia.org/wiki/Bistum_Naumburg-Zeitz,n
MD,albertnisches sachsen,Meissen (Hochstift),Meissen (Hochstift),Meissen,Meissen,"51.1618° N, 13.4977° E",principality,968,1818,bishopric,968,1818,Roman-catholic,,1581,,,https://de.wikipedia.org/wiki/Hochstift_Mei%C3%9Fen,n
MD,albertnisches sachsen,Meissen (Hochstift),Meissen (Hochstift),Meissen,Meissen,"51.1618° N, 13.4977° E",principality,968,1818,bishopric,968,1818,lutheran,1581,,,,https://de.wikipedia.org/wiki/Hochstift_Mei%C3%9Fen,n
MD,ernestinisches Sachsen,Mansfeld,Mansfeld,Mansfeld,Mansfeld,"51.5981° N, 11.4588° E",county,1050,1580,,,,Roman-catholic,,1525,SL,1531,https://de.wikipedia.org/wiki/Mansfeld_(Adelsgeschlecht),n
MD,ernestinisches Sachsen,Mansfeld,Mansfeld,Mansfeld,Mansfeld,"51.5981° N, 11.4588° E",county,1050,1580,,,,lutheran,1525,,SL,1531,https://de.wikipedia.org/wiki/Mansfeld_(Adelsgeschlecht),n
,,,Reuss,Reuss,Greiz,"50.6586° N, 12.2077° E
",county,1329,1673,,,,Roman-catholic,,1536,,,https://de.wikipedia.org/wiki/Haus_Reu%C3%9F,n
,,,Reuss,Reuss,Greiz,"50.6586° N, 12.2077° E
",county,1329,1673,,,,lutheran,1536,,,,https://de.wikipedia.org/wiki/Haus_Reu%C3%9F,n
MD,ernestinisches Sachsen,Henneberg,Henneberg,Henneberg,Henneberg,"50.4921° N, 10.3558° E",county,1096,1660,,,,Roman-catholic,,1544,,,https://de.wikipedia.org/wiki/Grafschaft_Henneberg,y
MD,ernestinisches Sachsen,Henneberg,Henneberg,Henneberg,Henneberg,"50.4921° N, 10.3558° E",county,1096,1660,,,,lutheran,1544,,,,https://de.wikipedia.org/wiki/Grafschaft_Henneberg,y
MD,ernestinisches Sachsen,Schwarzburg (nach 1567),Schwarzburg (nach 1567),Schwarzburg,Leutenberg,"50.5642° N, 11.4542° E",county,1071,1599,,,,Roman-catholic,,1533,SL,1538,https://de.wikipedia.org/wiki/Schwarzburg_(Adelsgeschlecht),n
MD,ernestinisches Sachsen,Schwarzburg (nach 1567),Schwarzburg (nach 1567),Schwarzburg,Leutenberg,"50.5642° N, 11.4542° E",county,1071,1599,,,,lutheran,1533,,SL,1538,https://de.wikipedia.org/wiki/Schwarzburg_(Adelsgeschlecht),n
,,,Schwarzburg-Rudolstadt,Schwarzburg-Rudolstadt,Rudolstadt,"50.7183° N, 11.3337° E",county,1599,1710,,,,lutheran,,,,,https://de.wikipedia.org/wiki/Schwarzburg-Rudolstadt,n
,,,Schwarzburg-Sondershausen,Schwarzburg-Sondershausen,Sondershausen,"51.3692° N, 10.8711° E",county,1599,1697,,,,lutheran,,,,,https://de.wikipedia.org/wiki/Schwarzburg-Sondershausen,n
MD,ernestinisches Sachsen,Nordhausen,Nordhausen,Nordhausen,Nordhausen,"51.4991° N, 10.7916° E",imperial city,1220,1802,,,,Roman-catholic,,1524,SL,1532,https://de.wikipedia.org/wiki/Nordhausen#Reichsstadt,n
MD,ernestinisches Sachsen,Nordhausen,Nordhausen,Nordhausen,Nordhausen,"51.4991° N, 10.7916° E",imperial city,1220,1802,,,,lutheran,1524,,SL,1532,https://de.wikipedia.org/wiki/Nordhausen#Reichsstadt,n
MD,ernestinisches Sachsen,Mühlhausen,Mühlhausen,Mühlhausen,Mühlhausen,"51.2099° N, 10.4571° E",imperial city,1251,1802,,,,Roman-catholic,,1542,,,https://de.wikipedia.org/wiki/Freie_Reichsstadt_M%C3%BChlhausen,y
MD,ernestinisches Sachsen,Mühlhausen,Mühlhausen,Mühlhausen,Mühlhausen,"51.2099° N, 10.4571° E",imperial city,1251,1802,,,,lutheran,1542,,,,https://de.wikipedia.org/wiki/Freie_Reichsstadt_M%C3%BChlhausen,y
