,id_name,territory_name,territory_start,territory_end,territory_secular_rule,territory_start_secular_rule,territory_end_secular_rule,territory_ecclesiastical_rule,territory_start_ecclesiastical_rule,territory_end_ecclesiastical_rule,territory_religion,territory_start_religion,territory_end_religion,alliance,start_alliance,capital_name,capital_lat_long,book,region,source,table_on_wikipedia
54,Münster Haut-Rhin,Münster Haut-Rhin,,1648.0,free imperial city,,1648.0,,,,lutheran,1542.0,1575.0,,,Munster,"48.0414° N, 7.1372° E",SW,evangl Reichsstädte,"https://de.wikipedia.org/wiki/Reichsstadt_M%C3%Bcnster_im_Gregoriental, https://www.vallee-munster.eu/de/entdecken/geschichte-und-kulturerbe/geschichte-der-ortschaften-im-munsteral/145-die-stadt-munster",y
55,Münster Haut-Rhin,Münster Haut-Rhin,,1648.0,free imperial city,,1648.0,,,,free,1575.0,1648.0,,,Munster,"48.0414° N, 7.1372° E",SW,evangl Reichsstädte,"https://de.wikipedia.org/wiki/Reichsstadt_M%C3%Bcnster_im_Gregoriental, https://www.vallee-munster.eu/de/entdecken/geschichte-und-kulturerbe/geschichte-der-ortschaften-im-munsteral/145-die-stadt-munster",y
56,Mulhouse,Mulhouse,,1798.0,free imperial city,,1798.0,,,,Roman-catholic,,1529.0,,,Mühlhausen,"47.7508° N, 7.3359° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/M%C3%BClhausen,n
57,Mulhouse,Mulhouse,,1798.0,free imperial city,,1798.0,,,,reformed,1529.0,1798.0,,,Mühlhausen,"47.7508° N, 7.3359° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/M%C3%BClhausen,n
58,Basel,Basel,1392.0,1815.0,free city,1392.0,1815.0,,,,Roman-catholic,1392.0,1529.0,,,Basel,"47.5596° N, 7.5886° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Basel,n
59,Basel,Basel,1392.0,1815.0,free city,1392.0,1815.0,,,,reformed,1529.0,1815.0,,,Basel,"47.5596° N, 7.5886° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Basel,n
60,Heilbronn,Heilbronn,1371.0,1802.0,imperial city,1371.0,1802.0,,,,Roman-catholic,1371.0,1528.0,SL,1538.0,Heilbronn,"49.1427° N, 9.2109° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Heilbronn,n
61,Heilbronn,Heilbronn,1371.0,1802.0,imperial city,1371.0,1802.0,,,,lutheran,1528.0,1802.0,SL,1538.0,Heilbronn,"49.1427° N, 9.2109° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Heilbronn,n
62,Esslingen,Esslingen,1181.0,1803.0,imperial city,1181.0,1803.0,,,,Roman-catholic,1181.0,1531.0,SL,1532.0,Esslingen,"48.7433° N, 9.3201° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Esslingen_am_Neckar,n
63,Esslingen,Esslingen,1181.0,1803.0,imperial city,1181.0,1803.0,,,,lutheran,1531.0,1803.0,SL,1532.0,Esslingen,"48.7433° N, 9.3201° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Esslingen_am_Neckar,n
64,Reutlingen,Reutlingen,1240.0,1802.0,imperial city,1240.0,1802.0,,,,Roman-catholic,1240.0,1519.0,SL,1531.0,Reutlingen,"48.5069° N, 9.2038° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Reutlingen,n
65,Reutlingen,Reutlingen,1240.0,1802.0,imperial city,1240.0,1802.0,,,,lutheran,1519.0,1802.0,SL,1531.0,Reutlingen,"48.5069° N, 9.2038° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Reutlingen,n
66,Rotheburg,Rotheburg,1274.0,1803.0,imperial city,1274.0,1803.0,,,,Roman-catholic,1274.0,1544.0,,,Rothenburg,"49.3802° N, 10.1867° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Rothenburg_ob_der_Tauber#Reichsstadt,n
67,Rotheburg,Rotheburg,1274.0,1803.0,imperial city,1274.0,1803.0,,,,lutheran,1544.0,1803.0,,,Rothenburg,"49.3802° N, 10.1867° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Rothenburg_ob_der_Tauber#Reichsstadt,n
68,Schwäbisch-Hall,Schwäbisch-Hall,1280.0,1802.0,imperial city,1280.0,1802.0,,,,Roman-catholic,1280.0,1523.0,SL,1538.0,Schwäbisch Hall,"49.1125° N, 9.7373° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Schw%C3%A4bisch_Hall,n
69,Schwäbisch-Hall,Schwäbisch-Hall,1280.0,1802.0,imperial city,1280.0,1802.0,,,,lutheran,1523.0,1802.0,SL,1538.0,Schwäbisch Hall,"49.1125° N, 9.7373° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Schw%C3%A4bisch_Hall,n
70,Dinkelsbühl,Dinkelsbühl,1351.0,1802.0,imperial city,1351.0,1802.0,,,,Roman-catholic,1351.0,1548.0,SL,1546.0,Dinkelsbühl,"49.0670° N, 10.3259° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Reichsstadt_Dinkelsb%C3%BChl,y
71,Dinkelsbühl,Dinkelsbühl,1351.0,1802.0,imperial city,1351.0,1802.0,,,,free,1548.0,1802.0,SL,1546.0,Dinkelsbühl,"49.0670° N, 10.3259° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Reichsstadt_Dinkelsb%C3%BChl,y
72,Donauwörth,Donauwörth,1301.0,1606.0,imperial city,1301.0,1606.0,,,,Roman-catholic,1301.0,1577.0,,,Donauwörth,"48.7186° N, 10.7778° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Donauw%C3%B6rth,n
73,Donauwörth,Donauwörth,1301.0,1606.0,imperial city,1301.0,1606.0,,,,lutheran,1577.0,1606.0,,,Donauwörth,"48.7186° N, 10.7778° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Donauw%C3%B6rth,n
74,Nördlingen,Nördlingen,1215.0,1803.0,imperial city,1215.0,1803.0,,,,Roman-catholic,1215.0,1555.0,,,Nördlingen,"48.8508° N, 10.4895° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/N%C3%B6rdlingen,n
75,Nördlingen,Nördlingen,1215.0,1803.0,imperial city,1215.0,1803.0,,,,lutheran,1555.0,1803.0,,,Nördlingen,"48.8508° N, 10.4895° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/N%C3%B6rdlingen,n
76,Bopfingen,Bopfingen,1240.0,1810.0,imperial city,1240.0,1810.0,,,,Roman-catholic,1240.0,1545.0,SL,1546.0,Bopfingen,"48.8570° N, 10.3566° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Bopfingen#Zeit_als_Reichsstadt,n
77,Bopfingen,Bopfingen,1240.0,1810.0,imperial city,1240.0,1810.0,,,,lutheran,1545.0,1810.0,SL,1546.0,Bopfingen,"48.8570° N, 10.3566° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Bopfingen#Zeit_als_Reichsstadt,n
78,Aalen,Aalen,1360.0,1803.0,imperial city,1360.0,1803.0,,,,Roman-catholic,1360.0,1575.0,,,Aalen,"48.8367° N, 10.0971° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Aalen#Zeit_als_Reichsstadt,n
79,Aalen,Aalen,1360.0,1803.0,imperial city,1360.0,1803.0,,,,lutheran,1575.0,1803.0,,,Aalen,"48.8367° N, 10.0971° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Aalen#Zeit_als_Reichsstadt,n
80,Giengen,Giengen,1391.0,1803.0,free city,1391.0,1803.0,,,,Roman-catholic,1391.0,1556.0,,,Giengen,"48.6224° N, 10.2392° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Giengen_an_der_Brenz,n
81,Giengen,Giengen,1391.0,1803.0,free city,1391.0,1803.0,,,,lutheran,1556.0,1803.0,,,Giengen,"48.6224° N, 10.2392° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Giengen_an_der_Brenz,n
82,Augsburg,Augsburg,1316.0,1805.0,imperial city,1316.0,1805.0,,,,Roman-catholic,1316.0,1530.0,SL,1536.0,Augsburg,"48.3705° N, 10.8978° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Augsburg#Erhebung_Augsburgs_zur_Reichsstadt,n
83,Augsburg,Augsburg,1316.0,1805.0,imperial city,1316.0,1805.0,,,,lutheran,1530.0,1805.0,SL,1536.0,Augsburg,"48.3705° N, 10.8978° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Augsburg#Erhebung_Augsburgs_zur_Reichsstadt,n
84,Memmingen,Memmingen,1286.0,1806.0,free imperial city,1286.0,1806.0,,,,Roman-catholic,1286.0,1531.0,SL,1531.0,Memmingen,"47.9838° N, 10.1802° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Memmingen,n
85,Memmingen,Memmingen,1286.0,1806.0,free imperial city,1286.0,1806.0,,,,lutheran,1531.0,1806.0,SL,1531.0,Memmingen,"47.9838° N, 10.1802° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Memmingen,n
86,Biberach,Biberach,1281.0,1802.0,free imperial city,1281.0,1802.0,,,,Roman-catholic,1281.0,1531.0,SL,1531.0,Biberach,"48.0951° N, 9.7902° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Biberach_an_der_Ri%C3%9F#Reichsstadt,n
87,Biberach,Biberach,1281.0,1802.0,free imperial city,1281.0,1802.0,,,,reformed,1531.0,1802.0,SL,1531.0,Biberach,"48.0951° N, 9.7902° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Biberach_an_der_Ri%C3%9F#Reichsstadt,n
88,Kaufbeuren,Kaufbeuren,1286.0,1802.0,imperial city,1286.0,1802.0,,,,Roman-catholic,1286.0,1579.0,,,Kaufbeuren,"47.8830° N, 10.6260° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Kaufbeuren,n
89,Kaufbeuren,Kaufbeuren,1286.0,1802.0,imperial city,1286.0,1802.0,,,,lutheran,1579.0,1802.0,,,Kaufbeuren,"47.8830° N, 10.6260° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Kaufbeuren,n
90,Kempten,Kempten,1289.0,1802.0,free imperial city,1289.0,1802.0,,,,Roman-catholic,1289.0,1527.0,SL,1536.0,Kempten,"47.7286° N, 10.3158° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Kempten_(Allg%C3%A4u),n
91,Kempten,Kempten,1289.0,1802.0,free imperial city,1289.0,1802.0,,,,reformed,1527.0,1553.0,SL,1536.0,Kempten,"47.7286° N, 10.3158° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Kempten_(Allg%C3%A4u),n
92,Kempten,Kempten,1289.0,1802.0,free imperial city,1289.0,1802.0,,,,lutheran,1553.0,1802.0,SL,1536.0,Kempten,"47.7286° N, 10.3158° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Kempten_(Allg%C3%A4u),n
93,Leutkirch,Leutkirch,1293.0,1803.0,imperial city,1293.0,1803.0,,,,Roman-catholic,1293.0,1546.0,,,Leutkirch,"47.8267° N, 10.0214° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Leutkirch_im_Allg%C3%A4u,n
94,Leutkirch,Leutkirch,1293.0,1803.0,imperial city,1293.0,1803.0,,,,lutheran,1546.0,1803.0,,,Leutkirch,"47.8267° N, 10.0214° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Leutkirch_im_Allg%C3%A4u,n
95,Isny,Isny,1365.0,1802.0,free imperial city,1365.0,1802.0,,,,Roman-catholic,1365.0,1520.0,SL,1531.0,Isny,"47.6950° N, 10.0420° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Isny_im_Allg%C3%A4u#Reichsstadt,n
96,Isny,Isny,1365.0,1802.0,free imperial city,1365.0,1802.0,,,,lutheran,1520.0,1802.0,SL,1531.0,Isny,"47.6950° N, 10.0420° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Isny_im_Allg%C3%A4u#Reichsstadt,n
97,Ravensburg,Ravensburg,1276.0,1803.0,imperial city,1276.0,1803.0,,,,Roman-catholic,1276.0,1544.0,SL,1546.0,Ravensburg,"47.7783° N, 9.6121° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Ravensburg,n
98,Ravensburg,Ravensburg,1276.0,1803.0,imperial city,1276.0,1803.0,,,,lutheran,1544.0,1547.0,SL,1546.0,Ravensburg,"47.7783° N, 9.6121° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Ravensburg,n
99,Ravensburg,Ravensburg,1276.0,1803.0,imperial city,1276.0,1803.0,,,,Roman-catholic,1547.0,1803.0,SL,1546.0,Ravensburg,"47.7783° N, 9.6121° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Ravensburg,n
100,Lindau,Lindau,1274.0,1803.0,imperial city,1274.0,1803.0,,,,Roman-catholic,1274.0,1528.0,SL,1531.0,Lindau,"47.5798° N, 9.6789° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Lindau_(Bodensee),n
101,Lindau,Lindau,1274.0,1803.0,imperial city,1274.0,1803.0,,,,reformed,1528.0,1577.0,SL,1531.0,Lindau,"47.5798° N, 9.6789° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Lindau_(Bodensee),n
102,Lindau,Lindau,1274.0,1803.0,imperial city,1274.0,1803.0,,,,lutheran,1577.0,1803.0,SL,1531.0,Lindau,"47.5798° N, 9.6789° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Lindau_(Bodensee),n
103,Konstanz,Konstanz,1213.0,1548.0,free imperial city,1213.0,1548.0,,,,Roman-catholic,1213.0,1527.0,SL,1531.0,Konstanz,"47.6779° N, 9.1732° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Konstanz#Reichsstadt_(1192%E2%80%931548),n
104,Konstanz,Konstanz,1213.0,1548.0,free imperial city,1213.0,1548.0,,,,lutheran,1527.0,1548.0,SL,1531.0,Konstanz,"47.6779° N, 9.1732° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Konstanz#Reichsstadt_(1192%E2%80%931548),n
105,Konstanz,Konstanz,1548.0,1806.0,zu vorderösterreich,1548.0,1806.0,,,,Roman-catholic,1548.0,1806.0,SL,1531.0,Konstanz,"47.6779° N, 9.1732° E",SW,evangl Reichsstädte,https://de.wikipedia.org/wiki/Konstanz#Reichsstadt_(1192%E2%80%931548),n
106,Rosheim,Rosheim,1303.0,,imperial city,1303.0,,,,,Roman-catholic,1303.0,1525.0,,,Rosheim,"48.4967° N, 7.4705° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Rosheim,n
107,Rosheim,Rosheim,1303.0,,imperial city,1303.0,,,,,lutheran,1525.0,,,,Rosheim,"48.4967° N, 7.4705° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Rosheim,n
108,Oberehnheim,Oberehnheim,1240.0,1648.0,imperial city,1240.0,1648.0,,,,Roman-catholic,1240.0,1520.0,,,Oberehnheim,"48.4623° N, 7.4817° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Obernai,n
109,Oberehnheim,Oberehnheim,1240.0,1648.0,imperial city,1240.0,1648.0,,,,lutheran,1520.0,1587.0,,,Oberehnheim,"48.4623° N, 7.4817° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Obernai,n
110,Oberehnheim,Oberehnheim,1240.0,1648.0,imperial city,1240.0,1648.0,,,,Roman-catholic,1587.0,1648.0,,,Oberehnheim,"48.4623° N, 7.4817° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Obernai,n
111,Schlettstadt,Schlettstadt,1216.0,,free imperial city,1216.0,,,,,Roman-catholic,1216.0,1525.0,,,Schlettstadt,"48.2594° N, 7.4542° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/S%C3%A9lestat,y
112,Schlettstadt,Schlettstadt,1216.0,,free imperial city,1216.0,,,,,lutheran,1525.0,,,,Schlettstadt,"48.2594° N, 7.4542° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/S%C3%A9lestat,y
113,Kaysersberg,Kaysersberg,1353.0,1648.0,free imperial city,1353.0,1648.0,,,,Roman-catholic,1353.0,1525.0,,,Kaysersberg,"48.1389° N, 7.2640° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Kaysersberg,n
114,Kaysersberg,Kaysersberg,1353.0,1648.0,free imperial city,1353.0,1648.0,,,,lutheran,1525.0,1648.0,,,Kaysersberg,"48.1389° N, 7.2640° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Kaysersberg,n
115,Türkheim,Türkheim,1312.0,,imperial city,1312.0,,,,,Roman-catholic,1312.0,1525.0,,,Türkheim,"48.0616° N, 10.6428° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Turckheim#Geschichte,n
116,Türkheim,Türkheim,1312.0,,imperial city,1312.0,,,,,lutheran,1525.0,,,,Türkheim,"48.0616° N, 10.6428° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Turckheim#Geschichte,n
117,Offenburg,Offenburg,1240.0,1701.0,free imperial city,1240.0,1701.0,,,,Roman-catholic,1240.0,1525.0,,,Offenburg,"48.4735° N, 7.9498° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Offenburg,n
118,Offenburg,Offenburg,1240.0,1701.0,free imperial city,1240.0,1701.0,,,,lutheran,1525.0,1530.0,,,Offenburg,"48.4735° N, 7.9498° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Offenburg,n
119,Offenburg,Offenburg,1240.0,1701.0,free imperial city,1240.0,1701.0,,,,Roman-catholic,1530.0,1701.0,,,Offenburg,"48.4735° N, 7.9498° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Offenburg,n
120,Gengenbach,Gengenbach,1360.0,1803.0,imperial city,1360.0,1803.0,,,,Roman-catholic,1360.0,1525.0,,,Gengenbach,"48.4098° N, 8.0096° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Gengenbach,n
121,Gengenbach,Gengenbach,1360.0,1803.0,imperial city,1360.0,1803.0,,,,lutheran,1525.0,1547.0,,,Gengenbach,"48.4098° N, 8.0096° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Gengenbach,n
122,Gengenbach,Gengenbach,1360.0,1803.0,imperial city,1360.0,1803.0,,,,Roman-catholic,1547.0,1803.0,,,Gengenbach,"48.4098° N, 8.0096° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Gengenbach,n
123,Zell am Hamersbach,Zell am Hamersbach,,1803.0,imperial city,,1803.0,,,,Roman-catholic,,1548.0,,,Zell am Harmersbach,"48.3472° N, 8.0657° E",SW,kath Reichsstädte,"https://de.wikipedia.org/wiki/Zell_am_Harmersbach#Zell, https://www.eki-zell.de/html/content/unsere_geschichte.html, https://de.wikipedia.org/wiki/Wilhelm_von_F%C3%BCrstenberg_(S%C3%B6ldnerf%C3%BChrer)#Das_Ende",n
124,Zell am Hamersbach,Zell am Hamersbach,,1803.0,imperial city,,1803.0,,,,lutheran,1548.0,1549.0,,,Zell am Harmersbach,"48.3472° N, 8.0657° E",SW,kath Reichsstädte,"https://de.wikipedia.org/wiki/Zell_am_Harmersbach#Zell, https://www.eki-zell.de/html/content/unsere_geschichte.html, https://de.wikipedia.org/wiki/Wilhelm_von_F%C3%BCrstenberg_(S%C3%B6ldnerf%C3%BChrer)#Das_Ende\",n
125,Zell am Hamersbach,Zell am Hamersbach,,1803.0,imperial city,,1803.0,,,,Roman-catholic,1549.0,1803.0,,,Zell am Harmersbach,"48.3472° N, 8.0657° E",SW,kath Reichsstädte,"https://de.wikipedia.org/wiki/Zell_am_Harmersbach#Zell, https://www.eki-zell.de/html/content/unsere_geschichte.html, https://de.wikipedia.org/wiki/Wilhelm_von_F%C3%BCrstenberg_(S%C3%B6ldnerf%C3%BChrer)#Das_Ende",n
126,Rottweil,Rottweil,1230.0,1802.0,"imperial city, zugewandter ort",1230.0,1802.0,,,,Roman-catholic,1230.0,1802.0,,,Rottweil,"48.1653° N, 8.6285° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Rottweil,n
127,Weil,Weil,1275.0,1803.0,imperial city,1275.0,1803.0,,,,Roman-catholic,1275.0,1522.0,,,Weil der Stadt,"48.7536° N, 8.8727° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Weil_der_Stadt#Mittelalter,n
128,Weil,Weil,1275.0,1803.0,imperial city,1275.0,1803.0,,,,lutheran,1522.0,1628.0,,,Weil der Stadt,"48.7536° N, 8.8727° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Weil_der_Stadt#Mittelalter,n
129,Weil,Weil,1275.0,1803.0,imperial city,1275.0,1803.0,,,,Roman-catholic,1628.0,1803.0,,,Weil der Stadt,"48.7536° N, 8.8727° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Weil_der_Stadt#Mittelalter,n
130,Schwäbisch Gmünd,Schwäbisch Gmünd,,1802.0,imperial city,,1802.0,,,,Roman-catholic,,1524.0,,,Schwäbisch Gmünd,"48.7994° N, 9.8046° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Schw%C3%A4bisch_Gm%C3%BCnd#Geschichte_der_Reichsstadt,n
131,Schwäbisch Gmünd,Schwäbisch Gmünd,,1802.0,imperial city,,1802.0,,,,"lutheran, Roman-catholic",1524.0,1802.0,,,Schwäbisch Gmünd,"48.7994° N, 9.8046° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Schw%C3%A4bisch_Gm%C3%BCnd#Geschichte_der_Reichsstadt,n
132,Buchau,Buchau,1320.0,1803.0,free city,1320.0,1803.0,,,,Roman-catholic,1320.0,1803.0,,,Buchau,"48.0619° N, 9.6079° E",SW,kath Reichsstädte,"https://de.wikipedia.org/wiki/Bad_Buchau, https://en.wikipedia.org/wiki/Buchau_Abbey",n
133,Pfullendorf,Pfullendorf,1282.0,1803.0,imperial city,1282.0,1803.0,,,,Roman-catholic,1282.0,1803.0,,,Pfullendorf,"47.9252° N, 9.2487° E",SW,kath Reichsstädte,"https://de.wikipedia.org/wiki/Pfullendorf, https://en.wikipedia.org/wiki/Pfullendorf",n
134,Wangen,Wangen,1286.0,1803.0,free imperial city,1286.0,1803.0,,,,Roman-catholic,1286.0,1803.0,,,Wangen,"47.1864° N, 8.8975° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Wangen_im_Allg%C3%A4u#Reichsstadt_Wangen_in_der_fr%C3%BChen_Neuzeit,n
135,Buchhorn,Buchhorn,1275.0,1802.0,imperial city,1275.0,1802.0,,,,Roman-catholic,1275.0,1802.0,,,Buchhorn,"49.1550° N, 9.4986° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/Buchhorn,y
136,Überlingen,Überlingen,,1803.0,imperial city,,1803.0,,,,Roman-catholic,,1803.0,,,Überlingen,"47.7662° N, 9.1703° E",SW,kath Reichsstädte,https://de.wikipedia.org/wiki/%C3%9Cberlingen#Freie_Reichsstadt,n
137,,Oberelsass,1274.0,1648.0,landgraviate,1274.0,1648.0,,,,Roman-catholic,1274.0,1648.0,,,Selz,"48.8919° N, 8.1068° E",,,https://de.wikipedia.org/wiki/Liste_der_Landv%C3%B6gte_im_Elsass,n
138,Sundgau,Sundgau,,1648.0,county,,1648.0,,,,Roman-catholic,,1648.0,,,Altkirch,"47.6204° N, 7.2430° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Sundgau,n
139,Breisgau,Breisgau,1318.0,,landgraviate,1318.0,,,,,,1318.0,,,,Freiburg,"47.9990° N, 7.8421° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Landgrafschaft_Breisgau,n
140,Breisgau,Breisgau,1318.0,,landgraviate,1318.0,,,,,,1318.0,,,,Freiburg,"47.9990° N, 7.8421° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Landgrafschaft_Breisgau,n
141,Hohenberg,Hohenberg,1170.0,1486.0,county,1170.0,1486.0,,,,Roman-catholic,1170.0,1486.0,,,Oberhohenberg,"48.1639° N, 8.7606° E",SW,Vorderösterreich,"https://de.wikipedia.org/wiki/Hohenberg_(schw%C3%A4bisches_Adelsgeschlecht), https://de.wikipedia.org/wiki/Schw%C3%A4bische_Hohenzollern",n
142,Nellenburg,Nellenburg,1465.0,1805.0,landgraviate,1465.0,1805.0,,,,,1465.0,1805.0,,,Radolfzell,"47.7452° N, 8.9669° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Landgrafschaft_Nellenburg,n
143,Nellenburg,Nellenburg,1465.0,1805.0,landgraviate,1465.0,1805.0,,,,,1465.0,1805.0,,,Radolfzell,"47.7452° N, 8.9669° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Landgrafschaft_Nellenburg,n
144,Schwaben,Schwaben,1541.0,1805.0,bailiwick,1541.0,1805.0,,,,,1541.0,1805.0,,,Weingarten,"47.8096° N, 9.6380° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Landvogtei_Schwaben,n
145,Schwaben,Schwaben,1541.0,1805.0,bailiwick,1541.0,1805.0,,,,,1541.0,1805.0,,,Weingarten,"47.8096° N, 9.6380° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Landvogtei_Schwaben,n
146,Burgau,Burgau,1301.0,1618.0,margraviate,1301.0,1618.0,,,,,1301.0,1618.0,,,Günzburg,"48.4528° N, 10.2775° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Markgrafschaft_Burgau,n
147,Burgau,Burgau,1301.0,1618.0,margraviate,1301.0,1618.0,,,,,1301.0,1618.0,,,Günzburg,"48.4528° N, 10.2775° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Markgrafschaft_Burgau,n
148,Vorarlberg,Vorarlberg,1451.0,1753.0,bailiwick,1451.0,1753.0,,,,Roman-catholic,1451.0,1753.0,,,Feldkirch,"47.2413° N, 9.6019° E",SW,Vorderösterreich,https://de.wikipedia.org/wiki/Geschichte_Vorarlbergs#Mittelalter,n
149,Nürnberg,Nürnberg,1219.0,1806.0,imperial city,1219.0,1806.0,,,,Roman-catholic,1219.0,1525.0,,,Nürnberg,"49.4521° N, 11.0767° E",SO,Nürnberg,https://de.wikipedia.org/wiki/Reichsstadt_N%C3%BCrnberg,y
150,Nürnberg,Nürnberg,1219.0,1806.0,imperial city,1219.0,1806.0,,,,lutheran,1525.0,1806.0,,,Nürnberg,"49.4521° N, 11.0767° E",SO,Nürnberg,https://de.wikipedia.org/wiki/Reichsstadt_N%C3%BCrnberg,y
151,Ansbach,Ansbach,1473.0,1791.0,margraviate,1473.0,1791.0,,,,Roman-catholic,1473.0,1525.0,,,Ansbach,"49.3004° N, 10.5719° E",SO,Ansbach,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Ansbach,y
152,Ansbach,Ansbach,1473.0,1791.0,margraviate,1473.0,1791.0,,,,lutheran,1525.0,1791.0,,,Ansbach,"49.3004° N, 10.5719° E",SO,Ansbach,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Ansbach,y
153,Kulmbach,Kulmbach,1473.0,1791.0,margraviate,1473.0,1791.0,,,,Roman-catholic,1473.0,1525.0,,,Kulmbach,"50.1039° N, 11.4448° E",SO,Ansbach,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Bayreuth,y
154,Kulmbach,Kulmbach,1473.0,1791.0,margraviate,1473.0,1791.0,,,,lutheran,1525.0,1791.0,,,Kulmbach,"50.1039° N, 11.4448° E",SO,Ansbach,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Bayreuth,y
